team_code,shirt_number,position,player_name,first_names,last_names,name_on_shirt,dob,club,height_cm,source,source_page
ENG,24,DF,JAMES Reece,Reece Lewis,JAMES,JAMES,08/12/1999,Chelsea FC (ENG),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,25,DF,SPENCE Djed,Diop Tehuti Djed-Hotep,SPENCE,SPENCE,09/08/2000,Tottenham Hotspur FC (ENG),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,26,DF,QUANSAH Jarell,Jarell Amorin,QUANSAH,QUANSAH,29/01/2003,Bayer 04 Leverkusen (GER),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
FRA,1,GK,SAMBA Brice,Brice Lauriche,SAMBA,,,25/04/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,2,DF,GUSTO Malo,Malo Arthur,GUSTO,,,19/05/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,3,DF,DIGNE Lucas,Lucas,DIGNE,,,20/07/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,4,DF,UPAMECANO Dayot,Dayotchanculle Oswald,UPAMECANO,,,27/10/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,5,DF,KOUNDE Jules,Jules Olivier,KOUNDE,,,12/11/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,6,MF,KONE Manu,Kouadio Emmanuel Boris,KONE,,,17/05/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,7,FW,DEMBELE Ousmane,Masour Ousmane,DEMBELE,,,15/05/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,8,MF,TCHOUAMENI Aurelien,Aurélien Djani,TCHOUAMENI,,,27/01/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,9,FW,THURAM Marcus,Marcus Lilian,THURAM-ULIEN,,,06/08/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,10,FW,MBAPPE Kylian,Kylian,MBAPPE LOTTIN,,,20/12/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,11,FW,OLISE Michael,Michael Akpovie,OLISE,,,12/12/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,12,FW,BARCOLA Bradley,Bradley Jean-Manuel Essolisa A,BARCOLA,,,02/09/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,13,MF,KANTE Ngolo,N'golo,KANTE,,,29/03/1991,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,14,MF,RABIOT Adrien,Adrien Thibault Marie,RABIOT,,,03/04/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,15,DF,KONATE Ibrahima,Ibrahima,KONATÉ,,,25/05/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,16,GK,MAIGNAN Mike,Mike Peterson,MAIGNAN,,,03/07/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,17,DF,SALIBA William,William Alain André Gabriel,SALIBA,,,24/03/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,18,MF,ZAIRE-EMERY Warren,Warren Marie Jean-Pierre,ZAÏRE-EMERY,,,08/03/2006,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,19,DF,HERNANDEZ Theo,Théo Bernard François,HERNANDEZ,,,06/10/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,20,FW,DOUE Desire,Désiré Nonka-Maho,DOUE,,,03/06/2005,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,21,DF,HERNANDEZ Lucas,Lucas Francois Bernard,HERNANDEZ,,,14/02/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,22,FW,MATETA Jean-Philippe,Jean-Philippe,MATETA,,,28/06/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,23,GK,RISSER Robin,Robin François Philippe,RISSER,,,02/12/2004,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,24,MF,CHERKI Rayan,Mathis Rayan,CHERKI,,,17/08/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,25,MF,AKLIOUCHE Maghnes,Maghnes,AKLIOUCHE,,,25/02/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
FRA,26,DF,LACROIX Maxence,Maxence Guy,LACROIX,,,06/04/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,19
GER,1,GK,NEUER Manuel,Manuel Peter,NEUER,,27/03/1986,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,2,DF,RUEDIGER Antonio,Antonio,RÜDIGER,,03/03/1993,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,3,DF,ANTON Waldemar,Waldemar,ANTON,,20/07/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,4,DF,TAH Jonathan,Jonathan Glao,TAH,,11/02/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,5,MF,PAVLOVIC Aleksandar,Aleksandar,PAVLOVIĆ,,03/05/2004,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,6,DF,KIMMICH Joshua,Joshua Walter,KIMMICH,,08/02/1995,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,7,FW,HAVERTZ Kai,Kai Lukas,HAVERTZ,,11/06/1999,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,8,MF,GORETZKA Leon,Leon Christoph,GORETZKA,,06/02/1995,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,9,MF,LEWELING Jamie,Jamie Jaleel Jeremy,LEWELING,,26/02/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,10,MF,MUSIALA Jamal,Jamal,MUSIALA,,26/02/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,11,FW,WOLTEMADE Nick,Nick,WOLTEMADE,,14/02/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,12,GK,BAUMANN Oliver,Oliver,BAUMANN,,02/06/1990,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,13,MF,GROSS Pascal,Pascal Alexander,GROß,,15/06/1991,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,14,FW,BEIER Maximilian,Maximilian,BEIER,,17/10/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,15,DF,SCHLOTTERBECK Nico,Nico Cédric,SCHLOTTERBECK,,01/12/1999,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,16,MF,STILLER Angelo,Angelo Nicolas,STILLER,,04/04/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,17,MF,WIRTZ Florian,Florian Richard,WIRTZ,,03/05/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,18,DF,BROWN Nathaniel,Nathaniel Christopher,BROWN,,16/06/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,19,MF,SANE Leroy,Leroy Aziz,SANÉ,,11/01/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,20,MF,AMIRI Nadiem,Nadiem,AMIRI,,27/10/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,21,GK,NUEBEL Alexander,Alexander,NÜBEL,,30/09/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,22,DF,RAUM David,David,RAUM,,22/04/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,23,MF,NMECHA Felix,Felix Kalu,NMECHA,,10/10/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,24,DF,THIAW Malick,Malick,THIAW,,08/08/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,25,MF,KARL Lennart,Lennart,KARL,,22/02/2008,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GER,26,FW,UNDAV Deniz,Deniz,UNDAV,,19/07/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,20
GHA,1,GK,ZIGI Lawrence Ati,Lawrence Ati,,ZIGI,ZIGI,29/11/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,2,DF,SEIDU Alidu,Alidu,,SEIDU,SEIDU,04/06/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,3,MF,YIRENKYI Caleb,Caleb Marfo,,YIRENKYI,CALEB,15/01/2006,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,4,DF,ADJETEY Jonas,Jonas Adjei,,ADJETEY,ADJETEY,13/12/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,5,MF,PARTEY Thomas,Thomas Teye,,PARTEY,THOMAS,13/06/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,6,DF,MUMIN Abdul,Abdul Mumin,,SULEMAN,SULEMAN,06/06/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,7,FW,ISSAHAKU Fatawu,Abdul Fatawu,,ISSAHAKU,FATAWU,08/03/2004,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,8,MF,SIBO Kwasi,Kwasi,,SIBO,SIBO,24/06/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,9,FW,AYEW Jordan,Jordan Pierre,,AYEW,AYEW,11/09/1991,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,10,FW,THOMAS-ASANTE Brandon,Solomon Brandon Michael Clarke,,THOMAS-ASANTE,ASANTE,29/12/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,11,MF,SEMENYO Antoine,Antoine Serlom,,SEMENYO,SEMENYO,07/01/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,12,GK,ANANG Joseph,Joseph Tetteh,,ANANG,ANANG,08/06/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,13,FW,BAAH Christopher Bonsu,Christopher Bonsu,,BAAH,BAAH,14/12/2004,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,14,DF,MENSAH Gideon,Gideon,,MENSAH,MENSAH,18/07/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,15,MF,OWUSU Elisha,Elisha,,OWUSU,OWUSU,07/11/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,16,GK,ASARE Benjamin,Benjamin,,ASARE,ASARE,13/07/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,17,DF,RAHMAN Baba,Abdul Rahaman,,BABA,BABA,02/07/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,18,DF,OPOKU Jerome,Jerome,,OPOKU,OPOKU,14/10/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,19,FW,WILLIAMS Inaki,Inaki,,WILLIAMS ARTHUER,WILLIAMS,15/06/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,20,MF,BOAKYE Augustine,Augustine,,BOAKYE,BOAKYE,03/11/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,21,DF,OPPONG Kojo Peprah,Kojo Peprah,,OPPONG,PEPRAH,04/06/2004,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,22,FW,SULEMANA Kamaldeen,Kamal Deen,,SULEMANA,KAMALDEEN,15/02/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,23,DF,LUCKASSEN Derrick,Derrick,,LUCKASSEN,LUCKASSEN,03/07/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,24,FW,NUAMAH Ernest,Ernest Nuamah,,APPIAH,NUAMAH,01/11/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,25,FW,ADU Prince,Prince Kwabena,,ADU,ADU,23/09/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
GHA,26,DF,SENAYA Marvin,Marvin Elom,,SENAYA,SENEYA,28/01/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,21
HAI,1,GK,PLACIDE Johny,Johny,,PLACIDE,29/01/1988,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,2,DF,ARCUS Carlens,Carlens Jean Fedlaire Ruby,,ARCUS,28/06/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,3,DF,THERMONCY Keeto,Keeto,,THERMONCY,29/03/2006,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,4,DF,ADE Ricardo,Ricardo,,ADE,21/05/1990,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,5,DF,DELCROIX Hannes,Hannes Piterson D,,DELCROIX,28/02/1999,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,6,MF,SAINTE Carl,Carl Fred,,SAINTE,09/08/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,7,FW,ETIENNE Derrick,Derrick Burckley,,ETIENNE JR,25/11/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,8,DF,EXPERIENCE Martin,Martin Yves Roberns Didier,,EXPERIENCE,09/03/1999,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,9,FW,NAZON Duckens,Duckens,,NAZON,07/04/1994,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,10,MF,BELLEGARDE Jean-Ricner,Jean Ricner,,BELLEGARDE,27/06/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,11,FW,DEEDSON Louicius,Don Louicius,,DEEDSON,11/02/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,12,GK,PIERRE Alexandre,Alexandre Jr,,PIERRE,25/02/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,13,DF,LACROIX Markhus,Markhus,,LACROIX,14/10/1993,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,14,MF,PIERRE Leverton,Leverton,,PIERRE,09/03/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,15,FW,PROVIDENCE Ruben,Ruben Fritzner,,PROVIDENCE,07/07/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,16,FW,JOSEPH Lenny,Lenny Alvin Pico,,JOSEPH,12/10/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,17,MF,JEAN JACQUES Danley,Danley,,JEAN JACQUES,20/05/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,18,FW,ISIDOR Wilson,Wilson,,ISIDOR,27/08/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,19,FW,FORTUNE Yassin,Yassin Enzo,,FORTUNE,30/01/1999,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,20,FW,PIERROT Frantzdy,Frantzdy,,PIERROT,29/03/1995,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,21,FW,CASIMIR Josue,Josue Jeremie,,CASIMIR,24/09/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,22,DF,DUVERNE Jean-Kevin,Jean-Kévin,,DUVERNE,12/07/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,23,GK,DUVERGER Josue,Josue,,DUVERGER,27/04/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,24,DF,PAUGAIN Wilguens,Wilguens Raphael Polynice,,PAUGAIN,24/08/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,25,MF,SIMON Dominique,Dominique Celidor,,SIMON,29/07/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
HAI,26,MF,PIERRE Woodensky,Olivier Woodensky,,PIERRE,30/12/2004,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,22
IRN,1,GK,BEIRANVAND Alireza,Ali Reza,SAFARBEIRANVAND,,,21/09/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,2,DF,HARDANI Saleh,Saleh,HARDANI KHERAD,,,26/12/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,3,DF,HAJISAFI Ehsan,Ehsan,HAJI SAFI,,,25/02/1990,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,4,DF,KHALILZADEH Shoja,Shojae,KHALILZADEH,,,14/05/1989,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,5,DF,MOHAMMADI Milad,Milad,MOHAMMADIKESHMARZI,,,29/09/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,6,MF,EZATOLAHI Saeid,Saeid,EZATOLAHI AFAGH,,,01/10/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,7,MF,JAHANBAKHSH Alireza,Alireza,JAHANBAKHSH JIRANDEH,,,11/08/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,8,MF,MOHEBBI Mohammad,Mohammad,MOHEBBI,,,20/12/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,9,FW,TAREMI Mehdi,Mehdi,TAREMI,,,18/07/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,10,FW,GHAYEDI Mehdi,Mehdi,GHAYEDI,,,05/12/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,11,FW,ALIPOUR Ali,Ali,ALIPOURGHARA,,,11/11/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,12,GK,NIAZMAND Payam,Seyedpayam,NIAZMAND,,,06/04/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,13,DF,KANANI Hossein,Mohammadhossein,KANANI ZADEGAN,,,23/03/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,14,MF,GHODDOS Saman,Seyed Saman,GHODDOOS,,,06/09/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,15,MF,CHESHMI Roozbeh,Roozbeh,CHESHMI,,,24/07/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,16,MF,TORABI Mehdi,Mahdi,TORABI,,,10/09/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,17,DF,YOUSEFI Arya,Arya,YOUSEFI,,,22/04/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,18,FW,HOSSEINZADEH Amirhossein,Amirhossein,HOSSEINZADEHTAZEHGHESHLAGH,,,30/10/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,19,DF,NEMATI Ali,Ali,NEMATI,,,08/02/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,20,FW,MOGHANLOO Shahriyar,Shahriyar,MOGHANLOO,,,21/12/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,21,MF,GHORBANI Mohammad,Mohammad,GHORBANI,,,07/10/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,22,GK,HOSSEINI Hossein,Seyedhossein,HOSSEINI,,,30/06/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,23,DF,REZAEIAN Ramin,Ramin,REZAEIANSEMESKANDI,,,21/03/1990,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,24,FW,DARGAHI Dennis,Dennis,DARGAHI,,,09/01/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,25,DF,IRI Danial,Danial,IRI,,,26/10/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRN,26,MF,RAZAGHINIA Amirmohammad,Amirmohammad,RAZAGHINIA,,,11/04/2006,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23
IRQ,1,GK,FAHAD TALIB,Fahad Talib Raheem,RAHEEM,FAHAD,21/10/1994,Al Talaba SC (IRQ),192,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,2,DF,REBIN GHAREEB,Rebin Ghareeb Solaka,ADHAMAT,REBIN,12/04/1992,Port FC (THA),193,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,3,DF,HUSSEIN ALI,Hussein Haydar Hussein,ALI,HUSSEIN,01/03/2002,Pogoń Szczecin (POL),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,4,DF,ZAID TAHSEEN,Zaid Tahseen Abd Zaid,HANTOOSH,ZAID T.,29/01/2001,Pakhtakor Tashkent FK (UZB),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,5,DF,AKAM HASHIM,Akam Hashim Rahman,RAHMAN,AKAM,16/08/1998,Al Zawra'a SC (IRQ),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,6,DF,MUNAF YOUNUS,Munaf Younus Hashim,AL-TEKREETI,MUNAF,16/11/1996,Al Shorta SC (IRQ),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,7,MF,YOUSSEF AMYN,Youssef Wali Faeq,AMYN,YOUSSEF,21/08/2003,AEK Larnaca FC (CYP),172,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,8,MF,IBRAHIM BAYESH,Ibrahim Bayesh Kamil,AL-KAABAWI,IBRAHIM,01/05/2000,Al Dhafra SCC (UAE),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,9,FW,ALI ALHAMADI,Ali Ibrahim Karim,ALZUBAIDI,AL-HAMADI,01/03/2002,Luton Town FC (ENG),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,10,FW,MOHANAD ALI,Mohanad Ali Kadhim,AL-SHAMMARI,MOHANAD,20/06/2000,Dibba FC (UAE),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,11,FW,AHMED QASIM,Ahmed Ihab Ahmed,AHMED,AHMED Q.,12/07/2003,Nashville SC (USA),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,12,GK,JALAL HASSAN,Jalal Hasan Hachim,HACHIM,JALAL,18/05/1991,Al Zawra'a SC (IRQ),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,13,FW,ALI YOUSIF,Ali Yousif Hashim,NAJATEE,ALI Y.,19/01/1996,Al Talaba SC (IRQ),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,14,MF,ZIDANE IQBAL,Zidane Aamar Iqbal,IQBAL,Z.IQBAL,27/04/2003,FC Utrecht (NED),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,15,DF,AHMED YAHYA,Ahmed Yahya Mhmood,AL-HAJJAJ,AHMED,01/07/1995,Al Shorta SC (IRQ),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,16,MF,AMIR ALAMMARI,Amir Fouad Aboud,AL-AMMARI,AL-AMMARI,27/07/1997,KS Cracovia (POL),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,17,FW,ALI JASIM,Ali Jasim Elaibi,AL-TAMEEMI,ALI J.,20/01/2004,Al Najmah SC (KSA),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,18,FW,AYMEN HUSSEIN,Aymen Hussein Ghadhban,GHADHBAN,AYMEN,22/03/1996,Al Karma SC (IRQ),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,19,MF,KEVIN YAKOB,Kevin Enkido Yakob William,WILLIAM,K. YAKOB,10/10/2000,Aarhus GF (DEN),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,20,MF,AIMAR SHER,Aimar Hazar Anwar,SHER,AIMAR,20/12/2002,Sarpsborg 08 FF (NOR),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
IRQ,21,FW,MARKO FARJI,Marko Jabbar Hussein,HUSSEIN,MARKO,16/03/2004,Venezia FC (ITA),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24
